StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,FL_5_DO_FL_14,FL_5_DO_FL_15,FL_5_DO_FL_16,FL_5_DO_FL_17
2022-09-13 14:03:04,2022-09-13 14:10:27,0,100,442,1,2022-09-13 14:10:27,R_1CJ6DCS9ex8VVnx,anonymous,ZH-S,1,2,0,10,0,20,10,1,4,2,2,10,15,20,25,1,2,3,2,10,15,20,30,1,5,3,4,2,1,1,10,1,3,2,1,4,1,28,6,18.5,36,4,1,2,3,1,4
2022-09-13 13:59:44,2022-09-13 14:11:26,0,100,702,1,2022-09-13 14:11:27,R_2Sw5fdvRgCdzroE,anonymous,ZH-S,1,1,10,20,20,40,20,1,5,5,2,10,20,20,40,1,1,1,1,10,20,20,40,2,5,1,5,2,1,1,10,1,3,2,1,5,1,26,6,19,36,4,1,2,4,3,1
2022-09-13 13:57:51,2022-09-13 14:12:01,0,100,850,1,2022-09-13 14:12:02,R_6rrjVTPmooKskxP,anonymous,ZH-S,1,2,0,10,0,20,30,4,5,4,1,10,15,10,25,1,1,1,2,10,20,10,20,1,4,5,4,2,1,1,30,1,3,2,1,4,1,26,6,20,36,4,1,4,3,2,1
2022-09-13 14:00:02,2022-09-13 14:12:11,0,100,729,1,2022-09-13 14:12:12,R_1EiC7dLQGLnfBiP,anonymous,ZH-S,1,1,0,10,0,20,30,1,5,5,1,10,10,20,20,3,1,1,2,10,20,20,20,2,1,5,5,2,1,1,20,1,3,2,1,3,2,29,1,19,36,4,1,4,1,3,2
2022-09-13 14:02:41,2022-09-13 14:13:49,0,100,668,1,2022-09-13 14:13:49,R_BEvB8nsBVVvRB8l,anonymous,ZH-S,1,2,0,10,20,20,20,1,5,5,2,10,10,20,20,1,1,3,1,20,20,20,20,2,5,5,1,2,1,3,5,1,3,2,2,3,2,26,6,18,36,4,1,4,3,1,2
2022-09-13 14:08:53,2022-09-13 14:21:20,0,100,747,1,2022-09-13 14:21:21,R_6FqVU1sXddySjDP,anonymous,ZH-S,1,1,0,100,0,150,20,1,5,3,2,0,100,0,150,1,1,1,2,20,100,20,150,2,1,5,3,2,1,1,10,1,3,2,1,5,1,35,6,18,36,4,1,1,2,3,4
2022-09-13 14:10:12,2022-09-13 14:21:39,0,100,686,1,2022-09-13 14:21:39,R_3hrnl7NGGqyg7eG,anonymous,ZH-S,1,1,0,10,0,20,200,1,5,5,2,10,10,10,20,1,1,1,1,20,20,20,20,1,5,5,2,2,1,1,20,1,3,3,4,2,2,24,2,19,36,4,1,4,3,1,2
2022-09-13 14:16:12,2022-09-13 14:27:14,0,100,661,1,2022-09-13 14:27:15,R_sgODZ1uUxHdUslb,anonymous,ZH-S,1,1,0,100,0,100,50,5,4,5,2,0,100,0,100,1,1,2,1,20,40,20,40,2,5,5,5,2,1,2,50,1,3,2,4,3,4,30,7,18,36,4,1,4,3,1,2
2022-09-13 14:21:24,2022-09-13 14:27:46,0,100,381,1,2022-09-13 14:27:47,R_3kpGKBr5uoGSvr7,anonymous,ZH-S,1,1,0,8,0,18,50,1,5,5,1,0,8,0,18,1,1,3,1,0,8,0,18,1,1,5,1,2,1,3,30,1,3,2,1,5,2,32,6,19,36,4,1,4,1,3,2
2022-09-13 14:15:39,2022-09-13 14:30:03,0,100,863,1,2022-09-13 14:30:05,R_3IaROz0W8jCwUw3,anonymous,ZH-S,1,1,0,10,0,20,100,4,3,1,1,10,10,10,10,3,1,1,2,10,10,20,20,1,5,4,1,2,1,1,10,4,4,3,4,3,2,24,1,18,36,4,1,2,3,1,4
2022-09-13 14:23:14,2022-09-13 14:34:59,0,100,704,1,2022-09-13 14:34:59,R_8866IBXNEW9Y5Hj,anonymous,ZH-S,1,2,10,12,20,24,15,1,5,3,2,10,12,20,24,1,1,2,2,20,24,20,24,2,3,5,2,2,1,2,5,1,3,2,1,5,1,25,6,16,36,4,1,1,4,2,3
2022-09-13 14:28:10,2022-09-13 14:35:01,0,100,410,1,2022-09-13 14:35:01,R_2R7Wcr9OTpUMERW,anonymous,ZH-S,1,3,0,10,0,20,50,4,4,2,2,20,40,20,40,2,1,3,1,20,40,20,40,1,4,5,2,3,1,3,30,1,3,2,1,3,2,29,4,19,36,4,1,3,2,1,4
2022-09-13 14:25:39,2022-09-13 14:37:52,0,100,733,1,2022-09-13 14:37:53,R_2Yy3WSt8BWo6sEy,anonymous,ZH-S,1,1,0,20,10,30,20,1,5,2,1,10,20,20,30,1,1,1,1,0,30,20,30,2,4,5,1,2,2,2,5,1,3,2,1,3,4,20,7,15,36,26,1,3,4,1,2
2022-09-13 14:32:42,2022-09-13 14:39:04,0,100,381,1,2022-09-13 14:39:04,R_4Iui5h4ItnpQdNv,anonymous,ZH-S,1,2,0,12,0,30,10,2,4,4,2,9,12,18,25,1,1,1,1,20,25,20,30,1,3,2,2,2,1,1,5,1,3,2,2,4,1,22,7,14,36,4,1,4,1,3,2
2022-09-13 14:29:08,2022-09-13 14:39:23,0,100,614,1,2022-09-13 14:39:23,R_CffZtt9klxmMdGx,anonymous,ZH-S,1,1,10,12,20,30,20,1,2,4,2,10,12,20,25,1,2,1,2,20,30,20,30,2,2,2,3,2,1,1,20,1,3,2,4,4,2,33,6,19,36,4,2,1,3,2,4
2022-09-13 14:31:37,2022-09-13 14:45:18,0,100,821,1,2022-09-13 14:45:20,R_1MX8OZKrhW5cEvW,anonymous,ZH-S,1,3,10,10,20,20,30,1,5,3,2,10,10,20,20,1,1,1,2,10,20,20,20,2,1,5,3,1,2,1,10,1,3,2,1,4,2,30,7,24,36,4,1,4,2,1,3
2022-09-13 14:39:32,2022-09-13 14:50:45,0,100,673,1,2022-09-13 14:50:46,R_ug3iE9IntUeQGbL,anonymous,ZH-S,1,3,5,20,10,30,30,1,5,5,2,10,20,20,30,3,2,1,2,20,30,20,30,2,1,5,4,3,2,1,10,1,3,2,1,4,2,28,6,19,36,4,1,4,2,3,1
2022-09-13 14:51:56,2022-09-13 14:57:07,0,100,311,1,2022-09-13 14:57:08,R_Av5bN4UQMJOajBf,anonymous,ZH-S,1,2,10,25,20,25,20,2,2,2,1,10,25,20,25,1,1,2,2,10,25,20,25,1,1,2,2,2,1,2,20,1,3,2,1,2,2,30,1,18,36,4,1,4,3,2,1
2022-09-13 14:43:02,2022-09-13 14:59:45,0,100,1003,1,2022-09-13 14:59:45,R_DId4FDPLJflFutr,anonymous,ZH-S,1,1,10,20,20,50,5,1,3,3,1,10,20,20,50,1,1,1,2,10,20,20,50,1,5,3,4,3,1,1,5,1,3,2,1,3,2,21,4,15,36,4,1,4,2,3,1
2022-09-13 14:47:25,2022-09-13 15:00:41,0,100,796,1,2022-09-13 15:00:43,R_2v6bixpw3H8CJyb,anonymous,ZH-S,1,2,10,10,20,20,35,1,5,3,1,10,10,10,10,2,1,3,2,20,30,20,30,2,5,5,1,2,1,3,20,1,3,2,1,5,2,28,6,18,36,4,1,4,2,1,3
2022-09-13 14:51:58,2022-09-13 15:00:52,0,100,533,1,2022-09-13 15:00:53,R_30wnFiSJez3AFBU,anonymous,ZH-S,1,1,10,15,20,30,20,2,2,4,1,10,20,20,30,1,1,2,2,10,25,20,30,2,4,3,2,2,1,1,15,1,3,2,1,4,2,23,6,14,36,4,1,2,3,1,4
2022-09-13 15:02:02,2022-09-13 15:11:31,0,100,568,1,2022-09-13 15:11:31,R_3JnkRGIgHnCa3Vr,anonymous,ZH-S,1,1,0,10,0,20,30,1,5,3,2,10,20,10,40,1,1,2,1,20,40,20,40,1,1,4,1,2,1,3,10,1,3,3,1,4,2,25,6,19,36,4,1,4,1,3,2
2022-09-13 15:03:48,2022-09-13 15:13:19,0,100,571,1,2022-09-13 15:13:19,R_2s1JRQWaepnER9p,anonymous,ZH-S,1,1,0,20,20,30,10,5,5,2,1,10,20,20,30,1,2,2,1,0,20,20,30,1,5,5,2,2,1,2,10,1,3,2,1,4,2,25,7,18,36,4,1,4,1,2,3
2022-09-13 15:08:55,2022-09-13 15:19:59,0,100,664,1,2022-09-13 15:19:59,R_2xDkWASOHYJ5qaF,anonymous,ZH-S,1,1,0,10,0,10,20,2,4,2,1,10,15,20,25,1,1,2,2,10,20,20,30,2,5,2,3,2,2,2,5,1,3,2,1,3,2,29,6,18,36,4,1,4,1,3,2
2022-09-13 15:17:01,2022-09-13 15:28:09,0,100,667,1,2022-09-13 15:28:09,R_2cj4EW4E0tq3MOF,anonymous,ZH-S,1,2,0,10,0,20,20,1,5,5,1,0,10,0,20,1,2,2,2,0,20,0,20,1,3,3,1,1,2,2,3,1,3,2,1,4,2,22,2,16,36,4,1,2,4,3,1
2022-09-13 15:09:44,2022-09-13 15:31:35,0,100,1310,1,2022-09-13 15:31:35,R_2PznnY5Y1jGbOqZ,anonymous,ZH-S,1,2,10,30,20,30,20,1,5,5,1,10,50,20,50,2,1,1,1,30,50,30,50,2,4,4,1,2,1,1,3,1,3,2,1,5,2,25,6,18,36,4,1,4,1,3,2
2022-09-13 15:27:52,2022-09-13 15:38:35,0,100,642,1,2022-09-13 15:38:36,R_3O0Up1TnjuLE7XS,anonymous,ZH-S,1,3,0,15,0,25,10,2,4,1,1,0,15,0,25,1,1,2,2,0,25,0,25,1,2,4,2,2,1,2,7,1,3,2,1,4,2,24,6,15,36,4,1,2,3,4,1
2022-09-13 15:24:19,2022-09-13 15:38:47,0,100,867,1,2022-09-13 15:38:48,R_1hYAkykwMWk3BkS,anonymous,ZH-S,1,1,10,20,15,20,50,1,5,3,1,10,15,10,20,1,1,3,2,10,20,10,20,1,5,1,1,2,1,1,10,1,3,2,1,5,2,37,7,17,36,4,1,1,4,3,2
2022-09-13 15:18:16,2022-09-13 15:39:29,0,100,1273,1,2022-09-13 15:39:30,R_wTrVe7Whol4hued,anonymous,ZH-S,1,1,10,15,20,30,20,2,5,4,1,5,10,15,20,1,1,1,2,15,20,15,25,2,2,4,2,2,2,1,10,1,3,2,1,4,2,24,1,18,36,4,1,1,4,3,2
2022-09-13 15:19:33,2022-09-13 15:42:02,0,100,1349,1,2022-09-13 15:42:03,R_3lKUdJ8O4UtUeqn,anonymous,ZH-S,1,1,0,15,0,30,50,1,5,5,1,10,15,20,30,2,2,2,2,20,20,20,30,2,2,5,2,2,1,1,30,1,3,2,1,5,2,43,6,23,36,4,1,4,1,3,2
2022-09-13 15:33:45,2022-09-13 15:43:46,0,100,601,1,2022-09-13 15:43:47,R_2WCpI8Dv8eIDwrD,anonymous,ZH-S,1,1,10,100,20,100,10,1,5,5,1,10,50,20,50,1,1,2,2,20,50,20,50,1,5,5,1,2,1,2,10,1,3,2,1,5,1,27,6,18,36,4,1,4,3,2,1
2022-09-13 15:41:45,2022-09-13 15:55:06,0,100,801,1,2022-09-13 15:55:06,R_3FORerw1HBwVByZ,anonymous,ZH-S,1,1,0,10,0,20,20,1,5,1,1,10,10,10,20,1,1,3,2,20,20,20,20,2,4,1,2,2,2,3,5,1,3,2,3,4,2,23,4,18,36,4,1,4,3,1,2
2022-09-13 15:37:53,2022-09-13 15:56:11,0,100,1097,1,2022-09-13 15:56:11,R_PupKzqV2xa3Ke6l,anonymous,ZH-S,1,1,0,10,0,20,25,1,5,5,2,10,20,10,20,3,1,3,2,10,20,10,20,2,4,2,2,2,2,3,15,1,3,2,1,4,2,31,7,18.5,36,4,1,2,4,3,1
2022-09-13 15:57:06,2022-09-13 16:05:00,0,100,473,1,2022-09-13 16:05:00,R_2rGREWUI9JbQZVV,anonymous,ZH-S,1,2,0,20,0,40,50,1,5,5,1,10,20,20,40,1,1,3,2,20,30,20,40,2,5,5,1,2,1,1,10,1,3,2,1,4,1,22,3,16,36,4,1,1,4,3,2
2022-09-13 15:52:25,2022-09-13 16:06:07,0,100,822,1,2022-09-13 16:06:07,R_24NoN4cu14x1EQD,anonymous,ZH-S,1,1,10,15,20,30,5,1,5,5,2,10,15,20,30,1,1,1,1,20,40,20,40,2,5,2,3,2,2,1,0,1,3,2,1,4,1,31,6,19,36,4,1,3,1,4,2
2022-09-13 15:55:32,2022-09-13 16:08:19,0,100,767,1,2022-09-13 16:08:21,R_0SQSXWyqT77Y3oR,anonymous,ZH-S,1,2,5,30,10,50,20,2,3,1,1,10,20,20,30,1,1,1,2,10,30,20,50,2,4,1,3,1,2,1,5,1,3,3,1,3,2,20,1,13,36,4,1,1,4,2,3
2022-09-13 15:59:34,2022-09-13 16:12:23,0,100,769,1,2022-09-13 16:12:24,R_r8sQDNn2dSEIE5b,anonymous,ZH-S,1,1,7,10,16,20,7,2,4,2,1,8,12,18,24,1,2,3,2,18,24,38,44,2,5,2,1,2,2,3,3,3,3,2,1,3,2,28,6,15,36,4,1,2,1,4,3
2022-09-13 16:05:58,2022-09-13 16:14:08,0,100,490,1,2022-09-13 16:14:09,R_2YmuSmrWK2UsE0P,anonymous,ZH-S,1,1,10,15,20,30,50,1,4,5,2,10,20,20,30,1,1,2,2,10,20,20,30,2,1,4,5,2,1,2,50,1,3,2,1,4,2,25,2,18,36,4,1,3,1,2,4
2022-09-13 16:17:09,2022-09-13 16:27:00,0,100,590,1,2022-09-13 16:27:00,R_pt0TBI9w7APw5gt,anonymous,ZH-S,1,1,0,10,0,20,20,1,5,3,1,0,10,0,20,3,1,1,2,0,18,0,20,2,1,5,2,2,2,1,8,1,3,2,1,5,2,23,2,16,36,4,1,1,2,3,4
2022-09-13 16:34:16,2022-09-13 16:54:04,0,100,1187,1,2022-09-13 16:54:04,R_3gN1FdnBBbZEz4T,anonymous,ZH-S,1,1,0,20,0,20,6,1,5,5,1,0,15,0,40,3,1,1,2,0,20,0,40,1,1,5,5,3,1,1,6,1,3,1,1,4,2,27,6,18,36,4,1,3,4,1,2
2022-09-13 16:41:24,2022-09-13 16:55:48,0,100,864,1,2022-09-13 16:55:49,R_PRpewJnqtlIgQMN,anonymous,ZH-S,1,1,0,10,0,20,20,1,5,5,1,10,10,20,20,1,2,2,2,20,20,20,20,1,3,3,3,2,1,1,10,1,3,2,1,4,2,25,7,18.5,36,4,1,1,4,2,3
2022-09-13 16:47:13,2022-09-13 16:59:05,0,100,712,1,2022-09-13 16:59:05,R_5mYQ2SaD8Utwat3,anonymous,ZH-S,1,1,0,100,20,200,50,2,4,3,2,10,100,20,200,2,2,2,2,20,200,20,200,2,4,2,3,2,1,3,10,1,3,1,4,3,2,28,6,16,36,4,1,1,4,2,3
2022-09-13 16:57:40,2022-09-13 17:06:22,0,100,521,1,2022-09-13 17:06:22,R_2Yh6SxMiPLnAysq,anonymous,ZH-S,1,1,0,10,0,20,50,1,5,1,1,0,10,0,20,3,1,1,1,0,20,0,20,2,1,4,1,2,2,1,10,1,3,2,1,4,2,29,5,15,36,4,1,4,2,3,1
2022-09-13 17:12:06,2022-09-13 17:35:38,0,100,1411,1,2022-09-13 17:35:38,R_1jVOuaOponj2MnK,anonymous,ZH-S,1,2,0,10,0,20,30,1,5,5,1,0,10,0,20,1,1,2,2,0,20,0,20,1,3,3,1,2,1,3,10,1,3,2,1,5,2,33,6,22,36,4,1,4,1,2,3
2022-09-13 17:28:37,2022-09-13 17:41:04,0,100,747,1,2022-09-13 17:41:04,R_bDX0uh5lCZgVoHv,anonymous,ZH-S,1,1,0,10,0,20,20,1,5,3,1,10,10,20,20,1,2,1,1,20,20,20,20,1,2,5,1,3,1,1,10,1,3,2,4,4,1,33,6,12,36,4,1,4,2,1,3
2022-09-13 18:04:09,2022-09-13 18:06:31,0,100,142,1,2022-09-13 18:06:32,R_1ptItwYVfZISRDV,anonymous,ZH-S,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,3,1,1,1,8,10,2,4,2,1,3
2022-09-13 17:50:58,2022-09-13 18:08:52,0,100,1074,1,2022-09-13 18:08:53,R_1o6KMtIhZMMZtpn,anonymous,ZH-S,1,1,0,10,0,20,20,1,5,4,1,0,10,0,20,1,1,3,2,0,20,0,20,2,4,5,1,2,1,1,10,1,3,2,4,4,2,34,7,19,36,4,1,2,4,3,1
2022-09-13 18:52:08,2022-09-13 19:00:54,0,100,525,1,2022-09-13 19:00:54,R_2EtrDQuJxHWN2xZ,anonymous,ZH-S,1,1,0,10,0,20,10,2,4,3,2,5,10,15,20,1,1,1,2,7,20,15,20,2,4,3,2,2,1,1,10,1,3,2,4,5,1,26,1,18,10,4,1,4,3,1,2
2022-09-14 00:30:34,2022-09-14 00:38:00,0,100,445,1,2022-09-14 00:38:00,R_2B8rx6X7lsUbGKk,anonymous,ZH-S,1,1,10,10,20,20,20,3,3,2,2,10,10,20,20,1,1,3,2,10,10,20,20,2,3,3,2,2,1,3,20,1,3,2,1,3,2,26,6,18.5,36,4,1,2,1,4,3
2022-09-14 01:20:04,2022-09-14 01:20:15,0,100,11,1,2022-09-14 01:20:16,R_1NEv7OdT2HjMU1I,anonymous,ZH-S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14 02:08:28,2022-09-14 02:20:08,0,100,699,1,2022-09-14 02:20:09,R_cOaIV0d9Xi99gZP,anonymous,ZH-S,1,1,0,12,0,25,100,2,2,2,1,10,12,20,25,1,1,2,2,20,25,20,25,1,3,2,2,2,1,1,10,1,3,2,1,3,2,23,6,16,36,4,1,3,1,2,4
2022-09-14 02:09:08,2022-09-14 02:25:53,0,100,1004,1,2022-09-14 02:25:54,R_2eURViQKZjjh1Pf,anonymous,ZH-S,1,3,0,10,0,20,10,5,2,2,1,0,10,0,20,3,1,1,2,0,20,0,20,1,5,3,2,3,1,1,5,1,3,1,4,4,1,33,4,20,36,4,1,1,2,4,3
2022-09-14 02:23:32,2022-09-14 02:30:11,0,100,398,1,2022-09-14 02:30:11,R_3CNsbOK1wmSYKHn,anonymous,ZH-S,1,1,10,10,20,20,3,5,1,2,1,10,10,20,20,1,1,2,2,10,20,20,20,1,5,2,1,2,1,2,3,1,3,2,1,5,2,23,1,18,36,4,1,4,2,1,3
2022-09-14 01:46:33,2022-09-14 02:51:01,0,100,3868,1,2022-09-14 02:51:02,R_3pnxfWbcS1CJZwi,anonymous,ZH-S,1,1,10,15,20,25,20,1,5,5,1,10,15,20,25,1,1,3,2,10,20,20,25,1,4,2,5,2,1,2,10,1,3,2,1,3,1,31,3,1.5,36,4,1,4,1,3,2
2022-09-14 03:19:31,2022-09-14 03:27:51,0,100,500,1,2022-09-14 03:27:52,R_21zTsDJJqOv3eVd,anonymous,ZH-S,1,1,10,20,20,50,100,2,4,1,1,10,20,20,50,2,1,2,2,20,30,20,50,1,5,2,3,2,1,1,10,1,3,2,1,5,1,29,6,18,36,4,1,1,2,4,3
2022-09-14 03:32:30,2022-09-14 03:44:23,0,100,713,1,2022-09-14 03:44:24,R_2mIl7qVdEp4Ui5z,anonymous,ZH-S,1,1,0,20,0,30,40,2,2,3,1,0,10,0,30,1,1,2,2,0,20,0,30,2,3,3,3,2,1,1,20,1,3,2,4,3,2,20,2,15,36,4,1,1,3,2,4
2022-09-14 03:58:55,2022-09-14 04:14:25,0,100,929,1,2022-09-14 04:14:25,R_3FVTwpd262KJf29,anonymous,ZH-S,1,2,0,10,0,20,15,1,4,4,1,5,10,10,30,1,1,2,2,5,25,10,30,2,4,5,5,2,2,2,10,4,3,2,2,2,1,33,6,19,36,4,1,3,2,1,4
2022-09-14 04:59:25,2022-09-14 05:07:05,0,100,460,1,2022-09-14 05:07:06,R_1LOLqM8UafErfm4,anonymous,ZH-S,1,2,0,50,0,50,20,1,5,2,2,10,50,10,50,1,1,3,2,20,50,20,50,2,1,5,3,2,1,1,10,1,3,2,1,4,1,28,6,17,36,4,1,4,3,1,2
2022-09-14 05:09:35,2022-09-14 05:16:40,0,100,425,1,2022-09-14 05:16:40,R_2TtkSi7dewzNzEy,anonymous,ZH-S,1,2,10,20,22,30,10,1,4,1,1,12,20,22,30,1,1,3,2,20,30,22,30,1,4,2,4,2,2,1,10,1,3,2,1,4,2,25,6,18,36,4,1,1,2,4,3
2022-09-14 05:08:14,2022-09-14 05:22:00,0,100,825,1,2022-09-14 05:22:00,R_3DcMElsVO8rLW0n,anonymous,ZH-S,1,1,10,10,20,20,30,5,2,1,1,10,10,20,20,1,1,1,2,10,10,20,20,2,5,2,1,2,1,1,15,1,3,2,1,5,2,26,3,19,36,4,1,4,2,1,3
2022-09-14 05:45:13,2022-09-14 05:58:22,0,100,789,1,2022-09-14 05:58:23,R_1Kd8f40zJVJad2S,anonymous,ZH-S,1,3,0,20,0,40,50,1,5,4,2,0,20,10,30,1,1,1,2,0,20,10,30,1,3,4,2,3,1,1,10,1,3,2,1,4,1,24,2,17,36,4,1,4,3,1,2
2022-09-14 05:44:07,2022-09-14 05:59:32,0,100,924,1,2022-09-14 05:59:33,R_2zPks0HBoRAWQ3Q,anonymous,ZH-S,1,3,0,12,0,25,15,3,4,3,2,10,12,20,25,1,2,1,2,20,20,20,20,2,4,4,3,2,1,1,3,1,3,2,1,5,2,35,7,24,36,4,1,2,4,3,1
2022-09-14 08:18:41,2022-09-14 08:32:17,0,100,816,1,2022-09-14 08:32:17,R_1FmJVpXehUiGahj,anonymous,ZH-S,1,3,10,20,20,40,50,1,5,5,2,10,30,20,50,1,1,2,2,20,30,20,50,2,3,5,1,2,1,2,20,1,3,2,2,5,2,30,6,17,36,4,1,1,2,3,4
2022-09-14 11:31:00,2022-09-14 11:38:26,0,100,446,1,2022-09-14 11:38:27,R_1eQ98GAsGYlxTJJ,anonymous,ZH-S,1,1,10,15,20,25,15,5,3,3,2,10,15,20,25,1,2,2,1,10,20,20,30,2,1,5,3,2,2,2,10,1,3,2,1,4,2,24,2,14,36,4,1,3,4,2,1
2022-09-14 14:43:22,2022-09-14 14:50:11,0,100,408,1,2022-09-14 14:50:11,R_1mkMLZJZ1BTSDAc,anonymous,ZH-S,1,2,5,20,15,40,40,1,5,4,1,10,20,20,40,1,1,2,2,10,20,20,40,1,4,5,1,2,1,2,20,1,3,2,3,3,1,23,4,16,36,4,1,2,3,1,4
2022-09-14 15:03:26,2022-09-14 15:13:57,0,100,631,1,2022-09-14 15:13:57,R_2ahTdFaedcO0Ewx,anonymous,ZH-S,1,1,0,10,0,20,100,1,4,4,1,10,10,20,20,1,1,2,2,20,20,20,20,1,3,4,2,2,1,2,20,1,3,2,1,4,2,29,6,18,36,4,1,2,4,1,3
2022-09-15 05:20:38,2022-09-15 05:31:25,0,100,647,1,2022-09-15 05:31:25,R_2z88PDCjhHqfx3D,anonymous,ZH-S,1,2,0,10,10,20,15,3,5,2,1,10,20,10,20,1,2,2,2,20,30,20,30,1,4,5,2,2,1,2,8,1,3,2,3,2,2,32,6,18,36,4,1,3,2,1,4
2022-09-16 01:59:15,2022-09-16 02:22:53,0,100,1417,1,2022-09-16 02:22:54,R_12xVyuLN643MAUx,anonymous,ZH-S,1,1,10,20,10,20,10,1,3,1,2,10,10,20,20,1,1,1,2,10,20,10,20,2,1,3,1,1,1,1,10,1,3,2,2,5,2,35,2,16,36,4,1,4,1,2,3
2022-09-17 10:50:45,2022-09-17 11:08:47,0,100,1081,1,2022-09-17 11:08:48,R_28G5rPkWAxjDAxA,anonymous,ZH-S,1,2,0,8,0,18,30,1,5,2,1,0,10,0,10,2,1,1,2,0,10,0,20,1,1,1,1,2,1,1,20,4,4,3,4,5,2,23,7,15,36,4,1,2,4,3,1
2022-09-17 11:53:42,2022-09-17 12:03:00,0,100,558,1,2022-09-17 12:03:01,R_2CZElCSMCWyfidY,anonymous,ZH-S,1,2,0,10,0,30,10,3,3,3,2,10,10,20,20,2,2,3,2,0,25,0,25,1,3,3,3,3,1,2,10,1,1,2,4,3,2,23,7,20,36,4,2,1,4,3,2
2022-09-17 11:59:18,2022-09-17 12:06:36,0,100,437,1,2022-09-17 12:06:36,R_3Oluvl2N3xytlkL,anonymous,ZH-S,1,3,0,10,0,20,20,2,3,2,1,10,12,20,25,3,2,1,2,20,20,20,20,2,2,3,2,3,2,1,5,1,3,2,1,4,2,34,7,16,36,4,1,3,2,4,1
2022-09-17 16:09:03,2022-09-17 16:17:19,0,100,495,1,2022-09-17 16:17:19,R_3g5eAmaiG5cEbKR,anonymous,ZH-S,1,1,0,15,5,25,60,3,2,1,1,10,15,20,30,2,1,3,2,15,20,20,25,2,5,1,5,2,1,1,20,3,3,2,4,5,2,49,6,24,36,4,1,2,1,3,4
2022-09-17 16:09:30,2022-09-17 16:20:25,0,100,654,1,2022-09-17 16:20:25,R_3PbFwTRSvtmcVSE,anonymous,ZH-S,1,1,0,25,0,30,15,1,5,1,1,0,25,0,30,1,1,2,2,0,25,0,30,1,1,5,5,2,1,2,5,1,3,2,4,4,1,32,3,17,36,4,1,2,3,1,4
2022-09-13 09:20:11,2022-09-13 09:20:33,8,3,21,0,2022-09-20 09:20:37,R_3PMsb4tsGOcMaqP,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 09:21:24,2022-09-13 09:21:41,0,6,17,0,2022-09-20 09:21:44,R_pRyCVLAlEQRz6db,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3
2022-09-13 09:21:12,2022-09-13 09:22:10,0,11,57,0,2022-09-20 09:22:10,R_2agndMDNLtBGvwG,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,4,3,2,1
2022-09-13 09:20:50,2022-09-13 09:22:41,0,66,111,0,2022-09-20 09:22:43,R_3hbE4rju1wy4rAu,anonymous,ZH-S,1,1,6,6,8,8,5,1,5,5,1,5,6,1,4,1,1,1,1,6,6,7,7,1,1,2,2,1,1,1,7,,,,,,,,,,,,,3,1,2,4
2022-09-13 09:22:17,2022-09-13 09:23:05,0,9,47,0,2022-09-20 09:23:10,R_1LdilNwmItWDHqZ,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4
2022-09-13 09:21:08,2022-09-13 09:24:17,0,20,188,0,2022-09-20 09:24:23,R_1E7jV9IlscdRMND,anonymous,ZH-S,1,2,0,50,0,80,30,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3
2022-09-13 09:23:01,2022-09-13 09:25:13,0,17,131,0,2022-09-20 09:25:14,R_1FEQwMiyblWBuRn,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,8,,,,,,,,,,,,,3,2,4,1
2022-09-13 09:25:47,2022-09-13 09:26:02,8,3,14,0,2022-09-20 09:26:03,R_3NUsD2ZuBT5vR86,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 09:25:41,2022-09-13 09:26:32,8,6,50,0,2022-09-20 09:26:33,R_1H77WNcDcy4ultI,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,2
