StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R,FL_5_DO_FL_14,FL_5_DO_FL_15,FL_5_DO_FL_16,FL_5_DO_FL_17
2022-09-16 22:30:15,2022-09-16 22:42:47,0,100,752,1,2022-09-16 22:42:48,R_2w1yrtTNCDhits0,anonymous,PT,1,1,3,0,5,0,5,2,1,5,5,1,0,5,0,5,3,2,2,2,5,10,5,10,1,1,5,5,1,2,1,1,1,3,2,3,2,2,68,9,12,138,8,1,,1,4,2,3
2022-09-16 22:33:43,2022-09-16 22:48:16,0,100,872,1,2022-09-16 22:48:16,R_DduHo6mrUqCV4iZ,anonymous,PT,1,1,3,0,5,0,10,2,1,5,3,2,1,5,1,10,1,1,2,2,1,5,1,10,2,2,4,3,2,2,2,2,1,3,2,4,5,1,30,8,17,82,8,1,,4,1,2,3
2022-09-16 22:43:11,2022-09-16 22:50:55,0,100,463,1,2022-09-16 22:50:55,R_3LclJ70RZuw0OPd,anonymous,PT,0.8999999761581421,1,1,5,5,10,10,2,2,5,4,2,5,5,10,10,1,2,2,2,5,5,10,10,2,3,3,2,2,2,2,2,1,3,2,4,4,1,30,9,26,138,3,1,,2,4,3,1
2022-09-16 23:10:31,2022-09-16 23:21:26,0,100,654,1,2022-09-16 23:21:26,R_3m8gJgYJm1AqYjj,anonymous,PT,0.8999999761581421,1,1,5,5,10,10,1.50,3,3,3,1,5,6,10,10,1,1,1,1,10,10,10,10,1,3,3,3,2,2,1,1,1,3,2,3,3,2,29,4,14,138,8,1,,4,1,2,3
2022-09-16 23:44:28,2022-09-16 23:51:11,0,100,402,1,2022-09-16 23:51:12,R_1hRT8hGIl7ZbRMS,anonymous,PT,0.8999999761581421,1,1,5,5,5,5,2,5,4,4,2,5,5,5,5,2,1,1,2,10,10,5,5,2,5,5,4,1,1,2,2,4,4,3,4,3,2,31,1,12,138,10,1,,3,4,2,1
2022-09-16 23:39:21,2022-09-16 23:54:29,0,100,907,1,2022-09-16 23:54:29,R_0j4TdjTnJyf9z7r,anonymous,PT,0.8999999761581421,1,3,0,5,0,8,3,1,5,1,1,0,5,0,8,3,2,1,2,0,10,0,10,1,1,5,1,2,2,1,3,1,3,2,4,5,1,45,6,11,138,8,1,,3,2,4,1
2022-09-16 23:37:42,2022-09-17 00:00:59,0,100,1397,1,2022-09-17 00:01:00,R_25BTe41rRTKxeY9,anonymous,PT,1,1,3,5,10,10,20,5,1,1,1,1,5,10,10,20,3,1,2,3,10,20,10,20,1,1,1,1,2,1,2,2,1,4,3,4,5,2,44,2,12,138,18,1,,2,4,3,1
2022-09-17 00:05:44,2022-09-17 00:24:49,0,100,1144,1,2022-09-17 00:24:50,R_12rntdD6qciM4wi,anonymous,PT,0.699999988079071,1,3,5,10,10,15,5,1,5,5,1,5,15,10,15,1,1,1,1,5,10,10,15,1,1,1,3,1,1,1,5,4,4,3,4,3,2,30,9,9,138,8,1,,1,2,4,3
2022-09-17 00:47:06,2022-09-17 00:55:08,0,100,482,1,2022-09-17 00:55:09,R_1hEGleUtjJxI56B,anonymous,PT,0.8999999761581421,1,3,5,5,5,10,3,1,5,4,2,5,5,5,10,1,1,1,2,5,5,5,10,2,1,5,4,2,2,1,1.9,4,2,2,2,5,2,24,4,16,138,8,1,,2,1,4,3
2022-09-17 00:55:04,2022-09-17 01:09:33,0,100,869,1,2022-09-17 01:09:33,R_e8UXMnsLC1XuFKp,anonymous,PT,1,1,3,5,7,5,15,12,1,5,5,1,5,10,5,15,1,1,1,2,9,10,9,15,1,1,5,5,2,2,1,2,1,3,3,2,5,2,19,9,13,138,8,1,,2,1,4,3
2022-09-17 00:57:43,2022-09-17 01:13:51,0,100,967,1,2022-09-17 01:13:51,R_2OVGGsI40vI7ZKk,anonymous,PT,0.8999999761581421,1,1,0,5,0,5,5,1,5,5,2,5,5,5,10,3,1,3,2,5,10,10,10,2,2,4,3,2,1,3,2,1,4,3,4,5,2,31,2,16,138,8,2,,4,3,2,1
2022-09-17 02:08:26,2022-09-17 02:37:21,0,100,1734,1,2022-09-17 02:37:21,R_1nOCbI1vP0kznnb,anonymous,PT,1,1,3,0,5,0,10,5,2,3,5,1,0,5,0,5,1,2,1,1,0,10,0,10,1,3,2,5,2,2,1,3,1,3,3,4,4,2,29,9,12,138,26,1,,1,4,2,3
2022-09-17 02:55:57,2022-09-17 03:16:43,0,100,1246,1,2022-09-17 03:16:43,R_2zu3xxYYKXmqaY9,anonymous,PT,1,1,3,5,10,5,10,5,1,5,4,1,5,10,5,10,1,1,2,3,10,10,10,10,2,3,1,3,2,1,2,5,1,4,2,4,3,2,25,1,16,138,3,1,,1,2,4,3
2022-09-17 03:23:03,2022-09-17 03:47:02,0,100,1439,1,2022-09-17 03:47:04,R_2UYhfyBVg00JH08,anonymous,PT,1,1,1,0,10,0,10,8,1,5,3,2,5,10,5,10,1,1,1,2,10,20,10,20,2,1,5,3,2,1,1,1.50,1,3,2,4,4,2,25,4,12,101,8,1,,3,2,4,1
2022-09-17 05:34:13,2022-09-17 05:49:29,0,100,916,1,2022-09-17 05:49:32,R_3eaghxORH4VSBfM,anonymous,PT,1,1,3,0,5,0,10,4,4,3,2,2,0,5,0,10,3,1,2,2,0,5,0,10,2,4,2,2,2,1,1,2,1,4,3,4,4,2,25,9,12,185,8,1,,3,1,2,4
2022-09-16 20:48:59,2022-09-17 10:15:35,0,100,48395,1,2022-09-17 10:15:36,R_2aK4DCbzx9bK2bO,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,15,2,4,5,2,0,5,0,10,1,1,1,1,5,10,10,10,2,5,3,4,2,1,1,1.5,1,3,2,4,5,2,24,5,19,138,8,1,,2,3,4,1
2022-09-17 11:27:31,2022-09-17 11:36:32,0,100,541,1,2022-09-17 11:36:32,R_1H2DQ6QO7KSfCsF,anonymous,PT,1,1,3,0,5,5,10,5,3,4,3,2,5,5,5,10,2,2,1,2,10,10,10,10,2,3,4,3,3,2,1,5,2,4,3,4,3,2,33,1,16,138,8,1,,2,4,3,1
2022-09-17 11:37:04,2022-09-17 11:39:05,0,100,120,1,2022-09-17 11:39:06,R_ANU544kOoHb65q1,anonymous,PT,1,1,2,5,5,5,10,5,3,2,4,2,5,5,10,10,2,2,1,2,5,10,5,10,2,3,2,3,3,2,1,5,2,4,3,4,3,2,33,1,15,138,8,1,,3,2,4,1
2022-09-17 12:09:30,2022-09-17 12:21:41,0,100,731,1,2022-09-17 12:21:41,R_CdZzIb9zXiw7Sg1,anonymous,PT,0.8999999761581421,1,3,0,0,0,0,2,1,5,5,2,0,0,0,0,1,1,2,1,0,5,0,5,2,1,5,5,2,1,2,2,1,3,2,1,5,2,56,8,20,138,8,1,,1,2,3,4
2022-09-17 12:47:23,2022-09-17 13:00:58,0,100,815,1,2022-09-17 13:00:58,R_2rT7wXuM13Vvrqo,anonymous,PT,0.8999999761581421,1,1,5,5,5,8,5,1,5,4,1,5,5,5,8,1,1,3,1,10,10,10,10,1,4,2,3,2,2,3,2,1,3,2,4,4,2,20,1,14,138,8,1,,3,4,1,2
2022-09-17 13:14:39,2022-09-17 13:23:22,0,100,522,1,2022-09-17 13:23:22,R_1LSCLAttuoDO2M2,anonymous,PT,1,1,1,0,10,0,10,1.5,1,5,5,2,5,10,5,15,1,1,2,1,5,10,5,15,2,4,5,1,2,1,2,1.5,1,3,2,2,3,1,25,3,17,138,8,1,,3,4,1,2
2022-09-17 13:17:40,2022-09-17 13:42:25,0,100,1484,1,2022-09-17 13:42:25,R_8tPPnvkqULJDwdz,anonymous,PT,1,1,1,0,5,0,7,3,1,5,5,1,0,5,0,7,1,1,1,2,0,5,0,10,2,1,5,5,2,1,1,2.00,4,3,3,4,5,2,23,9,16,138,8,1,,2,3,4,1
2022-09-17 13:34:21,2022-09-17 13:42:52,0,100,511,1,2022-09-17 13:42:53,R_e4cpIwE6eWkYaA1,anonymous,PT,1,1,3,5,5,5,5,3,1,5,3,1,5,5,5,10,1,1,2,2,5,5,10,10,1,1,5,3,2,2,1,1.5,1,3,3,4,5,2,32,4,19,138,8,1,,4,1,2,3
2022-09-17 13:42:36,2022-09-17 13:53:05,0,100,628,1,2022-09-17 13:53:05,R_PZibDp8IS6RhoiZ,anonymous,PT,1,1,3,0,0,0,0,15,4,4,5,2,0,0,0,0,1,2,2,1,10,10,10,10,2,2,4,5,1,2,2,5,3,3,1,2,4,2,32,3,17,138,8,1,,2,3,1,4
2022-09-17 14:18:32,2022-09-17 14:18:52,0,100,20,1,2022-09-17 14:18:53,R_1Iz1xJnzeCSbIUH,anonymous,PT,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
2022-09-17 14:31:59,2022-09-17 14:40:31,0,100,511,1,2022-09-17 14:40:31,R_BKWPuUwKwFN5ASl,anonymous,PT,0.8999999761581421,1,2,5,5,5,10,3,1,5,5,1,5,5,5,10,1,1,1,2,5,5,10,10,1,2,5,2,2,2,1,2,3,3,2,4,4,2,31,6,19,138,8,1,,2,1,3,4
2022-09-17 14:49:07,2022-09-17 15:07:30,0,100,1103,1,2022-09-17 15:07:31,R_1CdA7hDhhYVALrV,anonymous,PT,1,1,1,0,5,0,10,5,3,5,1,1,5,5,5,10,1,1,1,2,5,10,10,10,1,5,1,1,2,1,1,2,3,1,2,4,4,2,28,3,17,138,8,1,,3,1,4,2
2022-09-17 14:14:48,2022-09-17 15:46:26,0,100,5498,1,2022-09-17 15:46:26,R_2uyrZpjQJ6rmTAj,anonymous,PT,1,1,3,0,0,0,0,5,1,5,5,2,5,5,5,5,1,1,2,1,10,10,10,10,2,3,3,3,2,1,2,5,1,3,3,4,5,1,34,2,14,32,26,1,,3,1,2,4
2022-09-17 15:40:36,2022-09-17 15:50:17,0,100,581,1,2022-09-17 15:50:17,R_3flbPVLKeN43V2d,anonymous,PT,0.8999999761581421,1,1,0,5,0,5,8,2,4,5,1,2.5,5,2.5,5,1,1,3,2,5,10,5,10,2,4,2,3,2,1,1,2,1,3,2,4,5,2,25,1,17,138,8,1,,3,2,4,1
2022-09-17 15:24:25,2022-09-17 16:03:14,0,100,2329,1,2022-09-17 16:03:14,R_3oASNG1zNqSU7xL,anonymous,PT,1,1,3,5,8,8,12,5,2,4,3,2,5,8,10,13,1,2,2,2,10,13,10,13,2,4,3,3,2,2,2,3,4,3,3,4,5,2,23,9,17,32,26,1,,2,4,3,1
2022-09-17 16:10:22,2022-09-17 16:25:59,0,100,937,1,2022-09-17 16:25:59,R_21bvc0u4IXaaIwy,anonymous,PT,1,1,3,0,5,0,10,10,1,5,3,2,5,5,5,10,1,2,2,3,5,5,5,10,2,5,2,3,2,2,2,5,4,4,1,4,5,2,25,2,12,138,8,1,,4,1,3,2
2022-09-17 14:59:12,2022-09-17 17:36:59,0,100,9466,1,2022-09-17 17:36:59,R_1KjopxlcEveqSxF,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,4,1,5,5,2,0,5,0,10,1,1,2,2,0,10,0,10,2,2,4,2,2,1,1,3,1,3,2,4,5,1,28,9,17,138,8,1,,4,2,1,3
2022-09-17 17:35:43,2022-09-17 17:46:59,0,100,675,1,2022-09-17 17:46:59,R_ywCYbAWFujra6uB,anonymous,PT,1,1,1,5,5,5,10,3,1,5,5,2,5,10,5,10,1,1,2,2,10,10,10,10,2,4,3,2,2,1,1,3,1,1,2,2,3,1,57,7,15,138,8,1,,4,1,2,3
2022-09-17 18:26:56,2022-09-17 18:47:00,0,100,1204,1,2022-09-17 18:47:01,R_1dyRUAi7ZqOifsj,anonymous,PT,1,1,1,0,0,0,0,8,1,4,5,1,5,8,5,10,1,1,3,1,5,5,10,10,2,5,3,1,2,2,3,2,1,3,2,4,5,2,25,3,17,138,8,1,,4,2,3,1
2022-09-17 18:30:13,2022-09-17 18:53:34,0,100,1401,1,2022-09-17 18:53:35,R_25uVMNzdbeLamNb,anonymous,PT,1,1,1,0,5,0,10,20,1,5,5,1,0,5,0,10,1,1,3,2,5,4,5,10,2,2,2,2,2,2,1,3,1,3,2,3,5,3,23,9,15,138,8,1,,1,2,4,3
2022-09-17 19:12:02,2022-09-17 19:21:37,0,100,575,1,2022-09-17 19:21:37,R_ZjZcyNJJPZOPaSt,anonymous,PT,1,1,3,5,5,10,10,7,2,3,4,2,0,5,5,10,1,1,2,2,5,5,10,10,2,2,3,2,2,1,2,2,4,4,3,4,3,2,26,9,12,138,8,1,,4,1,3,2
2022-09-17 19:55:00,2022-09-17 20:22:55,0,100,1674,1,2022-09-17 20:22:55,R_Oxo1YgrfYOUzcvD,anonymous,PT,0.8999999761581421,1,3,5,5,5,10,15,3,3,3,2,5,5,5,10,3,2,3,2,5,5,5,10,2,3,3,3,3,2,3,5,4,4,3,4,3,2,26,1,18,138,8,1,,4,2,3,1
2022-09-17 20:23:32,2022-09-17 20:33:06,0,100,574,1,2022-09-17 20:33:07,R_24OtlcwZSIft0QU,anonymous,PT,1,1,1,5,5,10,10,2.5,5,2,5,1,5,5,10,10,1,1,3,2,10,10,10,10,1,4,1,4,1,2,3,1.5,1,4,3,4,4,2,21,9,15,138,8,1,,2,1,4,3
2022-09-17 20:56:23,2022-09-17 21:07:01,0,100,638,1,2022-09-17 21:07:03,R_1rp3pqCkonB6KwA,anonymous,PT,0.8999999761581421,1,2,0,5,0,10,20,1,5,3,2,5,10,10,20,1,2,3,2,5,10,10,15,2,4,2,3,1,1,1,5,2,4,2,4,4,1,24,4,16,138,8,1,,2,4,1,3
2022-09-17 23:22:45,2022-09-17 23:43:50,0,100,1264,1,2022-09-17 23:43:50,R_2YaevmZfC5SaiG9,anonymous,PT,0.800000011920929,1,1,5,5,5,5,3,1,5,5,1,5,5,5,5,1,1,2,2,5,10,5,10,2,4,3,2,2,1,2,3,1,3,2,1,5,2,27,4,18,138,8,1,,1,4,2,3
2022-09-18 10:08:18,2022-09-18 10:17:49,0,100,571,1,2022-09-18 10:17:49,R_2axyYFqK2hwalTT,anonymous,PT,1,1,1,0,5,0,5,5,1,5,5,2,5,10,5,10,1,1,3,2,10,10,10,15,2,1,5,4,3,2,3,2,3,4,3,3,4,2,25,9,17,138,8,1,,3,1,4,2
2022-09-18 14:19:04,2022-09-18 14:32:48,0,100,824,1,2022-09-18 14:32:49,R_1r1xCp3s0rVeVvG,anonymous,PT,0.8999999761581421,1,1,5,10,10,20,4,1,4,2,1,5,10,10,20,1,1,3,2,10,15,10,20,1,4,2,2,2,2,3,2,1,3,2,4,4,1,22,1,13,138,8,1,,1,2,4,3
2022-09-19 08:01:03,2022-09-19 08:10:29,0,100,565,1,2022-09-19 08:10:29,R_24wMcHBXvOhOpOL,anonymous,PT,0.800000011920929,1,3,0,5,0,10,1,5,1,5,1,5,5,5,5,3,2,2,3,10,10,10,10,1,5,1,5,3,2,2,1,1,3,2,1,5,4,56,9,17,138,10,1,,4,3,1,2
2022-09-19 10:28:01,2022-09-19 10:34:32,0,100,390,1,2022-09-19 10:34:32,R_2E4TAr4y2hhUgY1,anonymous,PT,1,1,3,5,5,5,10,3,1,4,4,2,5,5,10,10,1,1,2,2,10,10,10,10,2,4,2,3,3,1,2,1,1,3,2,1,5,1,29,8,17,138,8,1,,1,4,3,2
2022-09-19 10:25:44,2022-09-19 10:39:36,0,100,831,1,2022-09-19 10:39:36,R_2402vmv2OFS00OW,anonymous,PT,1,1,1,0,5,0,10,5,1,5,3,2,0,5,0,10,1,1,1,2,0,5,0,10,2,4,2,2,2,1,1,2,1,3,2,4,5,1,29,2,15,138,8,1,,1,3,2,4
2022-09-19 10:32:28,2022-09-19 10:43:28,0,100,660,1,2022-09-19 10:43:29,R_29pn7Ctr0c6rSP1,anonymous,PT,0.8999999761581421,1,1,0,5,0,5,3,4,2,3,1,5,5,5,5,3,1,2,2,5,5,5,5,1,4,2,3,3,2,2,2,1,3,3,4,5,2,22,1,16,138,8,1,,1,3,2,4
2022-09-19 10:35:54,2022-09-19 10:48:07,0,100,733,1,2022-09-19 10:48:08,R_2z7voMMY0jg1Eyu,anonymous,PT,1,1,1,0,5,5,8,2,3,2,4,1,0,5,5,8,2,1,3,2,0,5,5,8,2,4,2,4,2,1,3,1.5,1,4,2,4,5,2,25,2,15,138,8,1,,4,3,2,1
2022-09-19 10:34:58,2022-09-19 10:56:11,0,100,1273,1,2022-09-19 10:56:11,R_3O8hhsnN2KbtNJi,anonymous,PT,1,1,1,0,5,0,10,12,1,5,5,1,5,5,10,10,1,1,2,2,10,10,10,10,1,1,5,5,2,1,2,2,1,3,2,4,5,1,33,8,15,138,8,1,,3,2,1,4
2022-09-19 11:00:39,2022-09-19 11:09:32,0,100,533,1,2022-09-19 11:09:32,R_3FJWTGm0ZUa1obj,anonymous,PT,1,1,1,5,10,5,10,20,1,4,4,1,5,10,5,10,1,1,1,2,5,5,10,10,1,1,4,3,2,1,1,5,1,3,2,3,5,2,31,8,18,61,8,1,,2,1,4,3
2022-09-19 11:09:23,2022-09-19 11:19:48,0,100,624,1,2022-09-19 11:19:48,R_31yHRhxleswWmwc,anonymous,PT,1,1,3,3,7,12,15,15,1,5,5,1,3,7,12,15,1,1,2,2,7,10,15,20,1,2,5,5,2,2,1,3,1,4,1,4,5,2,28,7,18,138,26,1,,1,3,4,2
2022-09-19 11:17:39,2022-09-19 11:27:11,0,100,572,1,2022-09-19 11:27:11,R_2VPTlReGqZOt4mm,anonymous,PT,1,1,3,5,5,5,10,4,4,2,2,2,5,5,5,10,3,2,3,2,5,5,5,10,2,4,2,2,1,2,3,2,1,3,3,4,5,2,31,4,17,138,8,1,,2,1,4,3
2022-09-19 11:23:04,2022-09-19 11:35:09,0,100,725,1,2022-09-19 11:35:10,R_yvWRJvdO100vAzL,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,3,2,4,3,1,5,5,5,10,1,1,2,2,10,10,10,10,1,3,2,2,2,2,3,1,1,3,3,4,4,2,30,4,17,138,8,1,,4,1,3,2
2022-09-19 11:26:43,2022-09-19 11:38:46,0,100,722,1,2022-09-19 11:38:46,R_2Ph9BsDmCKPVYG4,anonymous,PT,1,1,3,0,5,0,10,4,1,2,5,2,5,5,5,70,1,1,2,3,5,7,10,10,2,5,1,2,2,1,2,2,3,3,3,4,5,1,30,5,18,138,8,1,,4,2,3,1
2022-09-19 11:11:15,2022-09-19 11:40:02,0,100,1726,1,2022-09-19 11:40:02,R_eMaOI7lzeiVjFBL,anonymous,PT,0.8999999761581421,1,3,0,5,5,10,5,5,5,5,1,0,5,5,10,2,2,3,1,0,5,5,10,1,1,5,5,2,2,3,2,1,4,2,4,5,2,29,2,17,138,26,1,,4,3,2,1
2022-09-19 11:22:13,2022-09-19 11:42:05,0,100,1191,1,2022-09-19 11:42:05,R_332Pgay22Osa1kn,anonymous,PT,1,1,3,0,5,0,10,5,1,5,5,2,5,7.5,10,15,1,1,1,3,10,12.5,10,15,2,4,5,1,3,1,2,2,1,3,2,4,4,1,21,1,16,138,8,1,a,3,2,4,1
2022-09-19 11:28:15,2022-09-19 11:42:50,0,100,874,1,2022-09-19 11:42:50,R_2fCchH3EbI7aciG,anonymous,PT,0.8999999761581421,1,3,3,5,5,8,3,1,5,5,2,4,5,5,9,3,2,3,2,4,5,9,10,2,1,5,5,1,2,3,3,1,3,3,4,4,1,24,9,18,138,8,1,,4,3,1,2
2022-09-19 11:40:32,2022-09-19 11:46:23,0,100,350,1,2022-09-19 11:46:24,R_1H5Co8pe0AgjsZ0,anonymous,PT,1,1,2,5,5,5,5,2.5,1,5,4,1,5,5,5,5,3,2,2,2,5,5,10,10,1,1,5,4,3,2,3,1.5,1,3,3,4,4,2,62,1,4,138,8,1,,1,2,4,3
2022-09-19 11:36:26,2022-09-19 11:48:15,0,100,709,1,2022-09-19 11:48:16,R_3CPf9xHe5rUPX1A,anonymous,PT,0.8999999761581421,1,3,0,5,0,5,3,5,3,5,2,0,5,0,5,2,1,3,2,0,10,0,10,2,5,3,5,1,1,3,1.5,1,3,2,3,5,2,27,4,20,138,8,1,,2,4,1,3
2022-09-19 12:19:52,2022-09-19 12:28:22,0,100,509,1,2022-09-19 12:28:22,R_1meH1dghu2S4K3V,anonymous,PT,1,1,2,5,10,5,10,3,4,2,4,2,5,10,5,10,1,2,1,1,5,10,5,10,2,4,2,4,2,2,1,3,1,4,3,1,3,1,29,1,12,138,8,1,,3,2,1,4
2022-09-19 12:21:42,2022-09-19 12:29:38,0,100,476,1,2022-09-19 12:29:39,R_1KqKm3Tr2xYF1sA,anonymous,PT,1,1,1,0,5,5,10,10,1,5,5,1,0,5,5,10,1,1,1,1,10,10,10,10,1,1,5,2,2,1,1,4,1,3,2,4,5,2,24,1,18,138,8,1,,1,2,3,4
2022-09-19 12:30:35,2022-09-19 12:39:06,0,100,511,1,2022-09-19 12:39:06,R_1mOZSzN7mMwSebe,anonymous,PT,1,1,1,0,5,0,10,5,4,2,5,2,0,5,0,10,1,1,2,2,0,10,0,10,1,4,2,4,2,1,1,1,1,3,2,1,3,1,28,8,20,138,8,1,r,3,1,4,2
2022-09-19 12:27:42,2022-09-19 12:42:45,0,100,903,1,2022-09-19 12:42:46,R_bj5k7Yvt1hKsmPL,anonymous,PT,1,1,1,4,7,5,10,3,2,4,3,1,3,8,5,10,1,1,1,2,5,5,5,10,1,4,2,2,2,2,1,2,3,4,2,2,4,1,18,6,13,138,8,1,,1,3,2,4
2022-09-19 12:38:00,2022-09-19 12:46:28,0,100,507,1,2022-09-19 12:46:28,R_1db1V9Tjc7VrHKV,anonymous,PT,1,1,3,0,5,0,5,3,1,5,5,2,5,5,5,10,3,2,2,3,0,5,0,10,2,1,5,5,3,2,2,2,1,3,2,1,4,1,26,6,17,138,8,1,r,4,1,3,2
2022-09-19 12:38:22,2022-09-19 12:47:24,0,100,541,1,2022-09-19 12:47:24,R_3qksNmz45KxVlXQ,anonymous,PT,0.8999999761581421,1,1,5,5,5,10,3,3,3,3,2,5,5,5,10,1,1,1,3,5,5,5,10,2,3,2,3,1,2,1,2,3,3,2,1,4,1,28,7,15,138,8,1,r,4,2,1,3
2022-09-19 12:41:35,2022-09-19 12:49:05,0,100,450,1,2022-09-19 12:49:06,R_1OTbwcqxxIeAlEP,anonymous,PT,1,1,3,5,10,5,10,1,2,3,4,2,5,10,5,10,3,1,3,3,5,10,5,10,2,2,3,4,3,1,3,1,1,3,2,1,4,1,47,8,17,138,8,1,r,4,2,3,1
2022-09-19 12:42:57,2022-09-19 12:53:58,0,100,661,1,2022-09-19 12:53:59,R_2t4r8M23hG0u1au,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,5,1,4,3,1,5,5,5,10,2,1,3,2,5,5,10,10,1,3,2,2,2,1,3,5,3,3,2,4,3,1,25,3,13,138,8,1,r,2,3,1,4
2022-09-19 12:43:56,2022-09-19 12:56:39,0,100,762,1,2022-09-19 12:56:39,R_2YhyJdTdtNq9g47,anonymous,PT,1,1,1,5,5,5,10,5,1,5,5,2,5,5,5,10,1,1,3,1,5,10,10,10,2,5,1,5,2,1,3,2,1,3,2,3,5,1,43,8,15,138,8,1,r,3,2,1,4
2022-09-19 12:48:10,2022-09-19 12:57:01,0,100,530,1,2022-09-19 12:57:01,R_3sBKW27X5WZ5Vc1,anonymous,PT,0.8999999761581421,1,3,5,8,10,15,5,1,5,2,2,5,8,5,8,3,1,1,2,5,10,10,15,1,1,5,2,2,2,1,2,4,4,3,4,5,2,32,2,17,138,8,1,,3,1,2,4
2022-09-19 12:50:05,2022-09-19 12:59:53,0,100,588,1,2022-09-19 12:59:54,R_1myobohXyeyhzZu,anonymous,PT,,1,1,0,5,5,10,5,1,5,5,2,5,10,5,10,1,1,2,1,10,10,10,15,2,4,2,2,1,1,2,2,1,3,2,4,4,2,25,5,12,138,8,1,r,4,1,3,2
2022-09-19 12:44:36,2022-09-19 13:00:30,0,100,954,1,2022-09-19 13:00:31,R_3M6CX8hEzJ334Zx,anonymous,PT,1,1,1,0,4.5,0,9,3,2,4,2,2,0,4.5,0,9,1,1,1,1,0,4.5,0,9,2,2,4,2,2,1,1,1.5,1,3,2,4,4,4,30,1,14,138,8,1,r,1,4,2,3
2022-09-19 12:51:10,2022-09-19 13:01:39,0,100,629,1,2022-09-19 13:01:39,R_2aQZV4OK7FzqBzp,anonymous,PT,0.8999999761581421,1,1,5,5,10,10,5,1,5,3,2,5,5,10,10,1,1,3,2,5,5,10,10,2,1,5,3,1,1,3,3,1,3,2,3,3,2,27,6,18,138,8,1,r,1,2,3,4
2022-09-19 12:38:53,2022-09-19 13:04:17,0,100,1524,1,2022-09-19 13:04:17,R_2aJ2CUj7g2zWxGp,anonymous,PT,1,1,3,0,5,0,10,2,1,5,5,2,5,5,5,10,3,1,2,3,5,5,10,10,2,1,5,5,3,2,2,2,1,3,2,4,5,1,38,8,20,163,8,1,r,2,3,4,1
2022-09-19 12:42:35,2022-09-19 13:04:45,0,100,1330,1,2022-09-19 13:04:45,R_2D8fM4PL3tiKPky,anonymous,PT,1,1,2,0,5,0,10,2,1,5,5,1,5,5,5,10,2,1,3,2,5,5,5,10,1,5,2,2,1,2,3,2,1,3,2,1,4,1,23,1,16,138,8,1,r,3,1,2,4
2022-09-19 12:59:49,2022-09-19 13:08:30,0,100,520,1,2022-09-19 13:08:30,R_1kTxN9lUU4A6dSt,anonymous,PT,1,1,1,5,5,5,5,1.50,1,5,5,2,5,5,5,5,1,1,1,2,10,10,10,10,2,1,5,4,1,2,1,1.50,1,3,2,4,5,1,19,1,13,138,8,1,r,3,2,4,1
2022-09-19 13:00:26,2022-09-19 13:09:32,0,100,545,1,2022-09-19 13:09:32,R_2w4Rb81leOT6gEm,anonymous,PT,1,1,3,0,5,0,10,5,1,5,5,1,0,5,0,10,3,1,1,2,0,10,0,10,1,3,4,2,3,1,1,2,1,3,2,1,5,1,30,8,17,138,8,1,r,3,4,1,2
2022-09-19 13:03:08,2022-09-19 13:10:02,0,100,413,1,2022-09-19 13:10:02,R_1LMu7mXmgNY6r3B,anonymous,PT,1,1,3,0,5,0,5,5,5,5,1,2,5,5,5,5,3,1,2,2,5,5,10,10,2,5,5,1,2,1,3,4,1,3,2,1,5,2,25,7,16,138,8,1,,4,1,3,2
2022-09-19 13:01:43,2022-09-19 13:10:47,0,100,543,1,2022-09-19 13:10:47,R_2VPdd48NIyjECZt,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,4,1,3,5,1,5,5,5,10,1,1,1,2,10,10,10,10,1,1,3,5,2,1,1,2,1,4,2,4,5,2,27,4,16,138,8,1,,4,2,3,1
2022-09-19 12:56:47,2022-09-19 13:11:41,0,100,893,1,2022-09-19 13:11:41,R_2TKSpSDTNst91h3,anonymous,PT,0.8999999761581421,1,3,0,5,0,5,0,4,2,4,2,0,5,0,5,2,2,2,2,0,5,0,10,2,3,3,3,1,2,1,0,1,3,2,4,3,1,30,7,14,138,8,1,r,4,3,2,1
